"Rank","Head Location","Starting TMC Code","Latitude","Longitude","Average max length","Average daily duration","Total duration","All events/incidents","Volume Estimate","Base Impact","Speed differential","Congestion","TOTAL DELAY","Segment IDs"
620,"TN-6 S @ TN-386/VIETNAM VETERANS BLVD","121-09173","36.30729","-86.65572","1.41"," 9 m"," 4 h 54 m","0","15,159","399","7,064","570","251,100","121-09173, 121-09174, 121-09175"
621,"S MAIN ST N @ PEABODY PL/BEALE ST","113P15059","35.14092","-90.05452","0.11"," 10 h 13 m","12 d 18 h 33 m","0","2,401","1,682","14,357","2,100","251,099","113P15059, 113+15059, 113+15058"
622,"TN-255 S @ I-65","121-09244","36.08228","-86.76211","0.45"," 38 m"," 19 h 3 m","0","15,217","449","8,161","625","251,077","121-09244, 121N09245, 121-09245, 121-09246, 121N09247, 121-09247, 121-09248"
623,"US-70S W @ US-31/TN-11/8TH AVE/BROADWAY","121+08620","36.15888","-86.7821","0.32"," 54 m","1 d 3 h 19 m","0","7,307","528","3,609","610","250,317","121+08620, 121P08621"
624,"US-129 N @ US-411/TN-33/W BROADWAY AVE","121+05569","35.73884","-83.98967","2.52"," 9 m"," 4 h 57 m","0","14,117","747","16,132","934","250,106","121+05569"
625,"CHURCH ST E @ 1ST AVE N","121+13549","36.16484","-86.77637","0.19"," 4 h 40 m","5 d 20 h 28 m","0","4,052","1,060","7,054","1,183","249,853","121+13549, 121+13548, 121+13547, 121P13546, 121+13546, 121P13545"
626,"US-70S E @ NASHVILLE HWY/MADISON SQUARE BLVD","121-08659","36.02048","-86.57831","1.42"," 10 m"," 5 h 18 m","0","13,400","421","8,865","660","249,433","121-08659, 121-08658, 121N08638"
627,"TN-60 S @ I-75","121N09424","35.19289","-84.88597","0.47"," 2 h","2 d 12 h 6 m","0","6,945","1,309","22,012","1,548","248,527","121N09424, 121-09424, 121-09425, 121N09426"
628,"US-11E N @ TENNESSEE/VIRGINIA STATE LINE","121P05629","36.59499","-82.18868","0.13"," 3 h 2 m","3 d 19 h 15 m","0","11,447","605","6,173","667","247,913","121P05629, 121+05629, 121P08538, 121+08538"
629,"TN-170 E @ TN-62/ILLINOIS AVE","121P10614","35.99441","-84.19704","0.82"," 34 m"," 17 h 5 m","0","17,245","835","20,764","968","247,809","121P10614"
630,"TN-76 W @ US-41A/US-79/TN-12/TN-76/N 2ND ST","121+06179","36.54021","-87.36567","0.89"," 14 m"," 7 h 21 m","0","15,642","426","6,383","537","244,050","121+06179, 121+06178, 121P06177"
631,"HOLT RD W @ EDMONDSON PIKE","121N50733","36.0156","-86.7406","0.13"," 7 h 6 m","8 d 21 h 27 m","0","5,324","1,561","30,244","2,037","243,120","121N50733, 121-50733, 121N50734"
632,"HIGHLAND ST N @ TN-23/WALNUT GROVE RD","113+14936","35.13195","-89.94508","0.55"," 36 m"," 18 h 3 m","0","10,558","516","6,048","640","242,606","113+14936, 113+14935, 113+14934, 113P14933"
633,"TN-255 N @ TROUSDALE DR","121P09245","36.08106","-86.75764","0.23"," 1 h 17 m","1 d 14 h 37 m","0","15,432","472","7,607","590","241,430","121P09245, 121+09245, 121P09244, 121+09244"
634,"US-11 S @ US-41/US-72/TN-2/CUMMINGS HWY","121-08438","35.01809","-85.38041","1.44"," 3 m"," 1 h 51 m","0","36,377","171","3,560","250","241,094","121-08438, 121-08439"
635,"TN-96 W @ TN-268/COMPTON RD","121-08715","35.90476","-86.32898","3.78"," 10 m"," 5 h 5 m","0","6,505","1,152","36,936","1,897","240,892","121-08715, 121-08716"
636,"US-41 S @ MCBRIEN RD","121-09457","34.99543","-85.23537","0.91"," 32 m"," 16 h 9 m","0","10,904","829","11,954","926","240,417","121-09457, 121-09458"
637,"TN-254 E @ HICKORY HOLLOW PKWY","121P50701","36.04769","-86.65553","0.43"," 37 m"," 18 h 46 m","0","19,930","331","4,781","400","240,353","121P50701, 121+50701, 121P09265, 121+09265, 121+09264"
638,"US-31 N @ TN-255/HARDING PL/BATTERY LN","121P05216","36.08697","-86.7719","0.12"," 7 h 35 m","9 d 11 h 35 m","0","10,722","965","16,559","1,091","240,253","121P05216, 121+05216, 121P05215"
639,"SHALLOWFORD RD W @ I-75","121N10300","35.04289","-85.15693","0.16"," 2 h","2 d 12 h 21 m","0","13,971","476","5,435","541","240,097","121N10300, 121-10300"
640,"TN-204 S @ I-40","113N10390","35.16903","-89.90252","0.14"," 1 h 50 m","2 d 7 h 18 m","0","19,911","434","6,418","493","239,057","113N10390, 113-10390"
641,"US-70S E @ TN-171/OLD HICKORY BLVD/HOBSON PIKE","121N08638","36.04222","-86.60599","0.24"," 2 h 1 m","2 d 12 h 36 m","0","12,875","761","12,851","869","238,898","121N08638, 121-08638, 121-08637"
642,"HART LN W @ US-31W/US-41/DICKERSON PIKE","121N50499","36.2217","-86.76168","0.1"," 10 h 6 m","12 d 15 h 18 m","0","2,774","1,760","34,638","2,855","238,823","121N50499, 121-50499, 121N50500"
643,"TN-254 W @ US-31/US-41/TN-11/NOLENSVILLE PIKE","121-09264","36.04538","-86.71325","3.31"," 4 m"," 2 h 7 m","0","20,122","417","6,784","490","238,450","121-09264, 121N09265, 121-09265, 121N50701"
644,"US-25E N @ TN-345/CEDAR FORK RD/CHURCH ST","121+08357","36.45856","-83.56795","0.16"," 3 h 26 m","4 d 7 h 5 m","0","9,587","990","17,268","1,155","237,860","121+08357"
645,"HACKS CROSS RD S @ E HOLMES RD","113N15523","35.00592","-89.7955","0.28"," 41 m"," 20 h 46 m","0","17,308","344","6,558","500","237,526","113N15523, 113-15523"
646,"US-70 W @ I-40/I-75","121-07063","35.92774","-84.03893","0.17"," 2 h 12 m","2 d 18 h 12 m","0","13,448","638","8,615","705","236,334","121-07063, 121-07064"
647,"TN-251 N @ US-70/CHARLOTTE PIKE","121P12424","36.11672","-86.92323","0.12"," 6 h 8 m","7 d 16 h 3 m","0","5,571","1,336","24,582","1,734","236,115","121P12424, 121+12424, 121P12423, 121+12423"
648,"NATIONAL ST N @ TN-14/JACKSON AVE","113+15382","35.17318","-89.94166","1.25"," 26 m"," 13 h 24 m","0","3,753","1,042","17,929","1,756","235,785","113+15382, 113+15381, 113P15380"
649,"TN-317 S @ UNIVERSITY DR","121N12607","35.05288","-85.04861","0.24"," 1 h 22 m","1 d 17 h 11 m","0","9,510","595","10,570","836","235,589","121N12607, 121-12607"
650,"US-70 W @ TN-131/LOVELL RD/CANTON HOLLOW RD","121-07057","35.8955","-84.13784","1.14"," 17 m"," 8 h 57 m","0","13,553","592","10,955","749","235,287","121-07057, 121N07058"
651,"TN-171 S @ I-24","121N09267","36.01337","-86.62069","0.5"," 40 m"," 20 h 28 m","0","12,752","545","8,217","663","234,943","121N09267, 121-09267, 121N09268"
652,"WINCHESTER RD W @ TN-175/S BYHALIA R","113-10828","35.0383","-89.68904","0.21"," 2 h 49 m","3 d 12 h 42 m","0","4,364","1,122","18,609","1,654","234,699","113-10828, 113N50878"
653,"CRESTRIDGE RD E @ TN-177/S GERMANTOWN RD","113P14869","35.06814","-89.81246","0.05"," 12 h 12 m","15 d 6 h 21 m","0","7,350","1,106","16,762","1,287","234,655","113P14869"
654,"US-129 S @ US-321/TN-73/W LAMAR ALEXANDER PKY","121-05570","35.75033","-83.99468","0.92"," 23 m"," 11 h 39 m","0","20,035","640","11,671","684","234,518","121-05570, 121N08325"
655,"TN-277 S @ US-78/LAMAR AVE","113N50805","35.10506","-89.9858","0.11"," 2 h 47 m","3 d 11 h 44 m","0","11,599","536","6,755","644","234,378","113N50805, 113-50805, 113-50806"
656,"US-411 N @ US-25W/US-70/TN-35/TN-9","121P05493","35.971","-83.27146","0.04"," 3 h 58 m","4 d 23 h 16 m","0","11,827","267","1,127","279","234,088","121P05493"
657,"US-129 S @ MALONEY RD","121-08335","35.90516","-83.95388","3.1"," 4 m"," 2 h 13 m","0","21,913","408","10,433","557","233,067","121-08335, 121N08336, 121-08336"
658,"US-129 S @ TN-333/TOPSIDE RD","121-08333","35.86704","-83.95968","3"," 2 m"," 1 h 2 m","0","23,153","174","5,487","402","232,562","121-08333, 121-08334, 121-08335"
659,"TN-175 W @ US-78/LAMAR AVE","113N05430","35.02053","-89.89905","0.31"," 1 h 1 m","1 d 6 h 53 m","0","13,841","463","6,955","595","232,557","113N05430, 113-05430, 113N05431"
660,"WASHINGTON PIKE N @ MURPHY RD","121+10525","36.05216","-83.87491","1.68"," 16 m"," 8 h 27 m","0","8,371","850","15,158","1,092","231,155","121+10525, 121P10524"
661,"TN-386 N @ US-31E/EXIT 3","121P04678","36.315189996274","-86.651280010502","1.02"," 13 m"," 6 h 49 m","0","29,692","326","12,042","508","231,142","121P04678, 121+04678, 121P04677, 121+04677, 121P04676, 121P04243, 121+04243, 121P04242"
662,"KOREAN VETERANS BLVD N @ 2ND AVE S","121P12445","36.15831","-86.77188","0.11"," 4 h 1 m","5 d 39 m","0","11,742","575","6,225","627","230,084","121P12445, 121+12445, 121+12444, 121P12443"
663,"US-321 W @ US-25/US-70/TN-9/E BROADWAY","121-05551","35.96686","-83.18747","2.12"," 15 m"," 7 h 52 m","0","5,265","999","18,236","1,480","230,081","121-05551"
664,"S PERKINS RD S @ AMERICAN WAY","113-10972","35.07396","-89.90588","0.28"," 46 m"," 23 h 11 m","0","19,798","360","4,522","411","230,019","113-10972, 113N10973"
665,"GALLAHER VIEW RD N @ I-40/I-75/WALBROOK DR/BRIDGEDALE DR","121P10657","35.92575","-84.05889","0.21"," 1 h 53 m","2 d 8 h 45 m","0","7,550","656","8,526","849","229,718","121P10657, 121+10657, 121+10656"
666,"US-41 N @ BROWNS FERRY RD","121+09477","35.02033","-85.36576","2.17"," 14 m"," 7 h 9 m","0","5,614","788","19,834","1,457","228,005","121+09477, 121+09476, 121+09475, 121+09474, 121+09473, 121+09472, 121P09471, 121+09471, 121+09470"
667,"TN-92 S @ GEORGE AVE","121-12595","36.11084","-83.48829","0.54"," 1 h 34 m","1 d 23 h 28 m","0","7,394","1,524","26,961","1,658","227,381","121-12595"
668,"US-70S W @ 20TH AVE","121+08653","36.15138","-86.79932","0.41"," 32 m"," 16 h 9 m","0","15,141","399","5,047","476","225,530","121+08653, 121+08619"
669,"TN-374 N @ US-79/DOVER RD","121P12415","36.55045","-87.46106","0.34"," 2 h 21 m","2 d 22 h 57 m","0","6,367","1,459","35,124","1,912","224,880","121P12415"
670,"TN-96 E @ US-31/TN-6/MAIN ST/COLUMBIA AVE","121+08702","35.92391","-86.87162","0.41"," 1 h 17 m","1 d 14 h 43 m","0","6,905","702","8,124","824","224,362","121+08702, 121+08701"
671,"TN-62 E @ TN-131/BYINGTON BEAVER RIDGE RD","121-08225","35.97923","-84.11498","3.37"," 16 m"," 8 h 15 m","0","6,317","1,669","38,689","2,022","224,222","121-08225"
672,"TN-17 S @ TN-58/OCHS HWY","121N12617","35.00804","-85.32849","0.2"," 1 h 56 m","2 d 10 h 13 m","0","8,799","673","7,285","761","224,195","121N12617, 121-12617, 121N12618"
673,"US-70 E @ DR DB TODD JR BLVD","121P04425","36.15807","-86.79996","0.19"," 2 h 21 m","2 d 22 h 55 m","0","16,495","478","6,517","535","224,143","121P04425, 121+04425, 121+04424, 121+04423"
674,"FORTRESS BLVD E @ I-24","121P12459","35.86746","-86.45726","0.15"," 1 h 28 m","1 d 20 h 15 m","0","19,732","348","4,868","414","223,791","121P12459, 121+12459, 121P12458"
675,"TN-46 S @ I-40","121-06024","36.02036","-87.33737","4.41"," 4 m"," 2 h 11 m","0","13,353","554","10,999","721","223,718","121-06024, 121-14504"
676,"KOREAN VETERANS BLVD N @ SHELBY AVE/S 2ND ST","121P12447","36.16481","-86.76797","0.06"," 2 h 9 m","2 d 16 h 49 m","0","13,731","297","4,591","455","223,458","121P12447, 121+12447, 121P12446, 121+12446, 121P12445, 121+12445, 121+12444"
677,"TN-385 W @ FOREST HILL IRENE RD","113+04231","35.02749","-89.75422","2.86"," 1 m"," 58 m","0","19,429","134","6,657","542","223,165","113+04231, 113P04230, 113+04230"
678,"2ND AVE N @ CHURCH ST","121+13499","36.16461","-86.77687","0.36"," 40 m"," 20 h 28 m","0","8,209","395","1,813","414","223,071","121+13499, 121+12436, 121+12435, 121P12434, 121+12434"
679,"TN-158 E @ US-11/US-70/TN-1/KINGSTON PIKE","121P10712","35.94984","-83.94628","0.12"," 5 h 37 m","7 d 31 m","0","6,181","1,241","22,396","1,534","222,042","121P10712"
680,"S MENDENHALL RD N @ MT MORIAH RD","113P50840","35.0781","-89.88445","0.07"," 2 h 58 m","3 d 17 h 4 m","0","13,285","361","3,902","440","221,495","113P50840"
681,"CHARLOTTE AVE E @ 3RD AVE N","121P13541","36.16691","-86.77942","0.09"," 5 h 14 m","6 d 13 h 23 m","0","5,504","655","6,081","834","221,100","121P13541, 121+13541, 121+13540, 121P05901, 121+05901, 121P05900"
682,"FRONT ST S @ UNION AVE","113-15009","35.1436","-90.05488","0.14"," 3 h 45 m","4 d 16 h 57 m","0","5,106","966","8,324","1,083","219,408","113-15009, 113-15010, 113-15011"
683,"WHITE STATION RD S @ PARK AVE","113-14905","35.10611","-89.8903","0.28"," 1 h 58 m","2 d 11 h 21 m","0","9,137","909","10,965","961","219,387","113-14905, 113-14906"
684,"TN-13 N @ US-41A-BYP/TN-12/ASHLAND CITY RD","121+08741","36.50762","-87.36727","3.47"," 4 m"," 2 h 19 m","0","11,296","536","11,670","766","219,337","121+08741, 121P08740, 121+08740, 121P08759"
685,"TN-155 E @ US-31/TN-6/FRANKLIN PIKE","121+08684","36.11014","-86.77542","1.98"," 14 m"," 7 h 25 m","0","10,443","687","11,011","830","218,680","121+08684, 121+08683, 121+08682"
686,"HOUSTON LEVEE RD S @ TN-175/E SHELBY DR","113N50861","35.02065","-89.72285","0.1"," 4 h 8 m","5 d 4 h 4 m","0","11,755","634","7,895","697","218,427","113N50861, 113-50861"
687,"US-411 N @ US-129/TN-115","121+05488","35.73884","-83.98967","2.52"," 9 m"," 4 h 48 m","0","12,560","724","15,704","910","217,932","121+05488"
688,"ANDREW JACKSON PKWY N @ US-70/LEBANON PIKE","121P50574","36.21515","-86.59769","0.04"," 10 h 46 m","13 d 11 h 24 m","0","9,316","776","12,043","921","217,860","121P50574"
689,"MALORY LN N @ COOL SPRINGS BLVD","121P50747","35.94831","-86.81976","0.16"," 3 h 21 m","4 d 4 h 50 m","0","10,924","666","7,966","728","217,734","121P50747, 121+50747, 121P50746"
690,"US-431 N @ SPRING ST","121P07447","36.17663","-86.77028","0.17"," 59 m","1 d 5 h 42 m","0","11,792","387","7,016","594","217,487","121P07447, 121+07447, 121P07446, 121+07446, 121+07445, 121+07444"
691,"US-431 N @ TN-254/OLD HICKORY BLVD","121+07413","36.0473","-86.86272","3.87"," 8 m"," 4 h 10 m","0","9,141","852","19,074","1,131","216,655","121+07413, 121+07442, 121+07412, 121P07411, 121+07411"
692,"US-70S E @ TN-266/SAM RIDLEY PKY","121-08660","35.99829","-86.53281","3.76"," 4 m"," 2 h 5 m","0","11,213","457","9,893","718","216,128","121-08660, 121-08659, 121-08658"
693,"TN-255 S @ TROUSDALE DR","121N09245","36.08144","-86.75957","0.41"," 37 m"," 18 h 49 m","0","15,506","396","7,918","559","216,025","121N09245, 121-09245, 121-09246, 121N09247, 121-09247, 121-09248"
694,"WOLF RIVER BLVD E @ TN-177/S GERMANTOWN RD","113+15406","35.11303","-89.8021","2.12"," 6 m"," 3 h 29 m","0","16,775","440","9,583","585","215,466","113+15406, 113P15405"
695,"PERKINS EXT S @ US-72/POPLAR AVE","113N14896","35.11708","-89.90897","0.05"," 11 h 49 m","14 d 18 h 58 m","0","5,803","1,027","15,740","1,293","214,884","113N14896"
696,"US-31 S @ US-31A/US-41/US-70S/LAFAYETTE ST","121-05219","36.15498","-86.77972","1.07"," 29 m"," 14 h 43 m","0","5,372","859","7,872","996","214,263","121-05219, 121N05220, 121-05220, 121N06087, 121-06087, 121N05221"
697,"TN-58 S @ WISDOM ST/RIVERPORT RD","121-09365","35.08128","-85.26417","1.43"," 9 m"," 4 h 39 m","0","21,193","352","8,562","491","213,829","121-09365, 121N09366, 121-09366, 121N09367, 121-09367"
698,"US-31A S @ I-440","121-09066","36.12409","-86.7517","0.59"," 36 m"," 18 h 26 m","0","12,852","587","9,644","702","213,571","121-09066, 121N09067, 121-09067, 121-09068, 121-09069"
699,"US-641 N @ US-70-BR/W MAIN ST","121P06028","36.05671","-88.11526","0.08"," 12 h 4 m","15 d 2 h 23 m","0","5,319","1,647","29,623","1,921","213,487","121P06028, 121+06028, 121P06027"
700,"US-41 N @ BELVOIR AVE","121+09458","34.99758","-85.24874","0.87"," 25 m"," 12 h 53 m","0","11,121","643","9,496","750","212,956","121+09458, 121+09457, 121+09456, 121P09455"
701,"US-51 N @ NAVY RD/MARTHA ST","113+10918","35.34136","-89.91008","0.91"," 17 m"," 8 h 39 m","0","12,997","502","10,138","686","212,934","113+10918, 113P10917, 113+10917"
702,"TN-266 S @ I-24","121N09274","35.97399","-86.57386","1.26"," 13 m"," 6 h 52 m","0","18,190","384","5,975","458","212,665","121N09274, 121-09274"
703,"TN-33 N @ TN-131/EMORY","121P10663","36.08572","-83.92567","0.22"," 2 h 29 m","3 d 2 h 34 m","0","11,664","845","15,514","951","212,616","121P10663, 121+10663, 121P10662"
704,"PARKSIDE DR W @ CAMPBELL STATION RD","121N10602","35.8934","-84.17307","0.03"," 8 h 59 m","11 d 5 h 44 m","0","12,974","512","7,405","605","212,406","121N10602, 121-10602, 121N10603"
705,"PLEASANT HILL RD N @ US-78/LAMAR AVE","113P50834","35.02656","-89.90369","0.05"," 9 h 26 m","11 d 19 h 12 m","0","8,100","583","6,237","700","212,117","113P50834, 113+50834, 113P50833"
706,"US-70 E @ N PERKINS RD","113+10936","35.14871","-89.90782","1.27"," 10 m"," 5 h 24 m","0","13,848","380","6,528","526","211,834","113+10936, 113+10935"
707,"TN-17 N @ TN-153/TN-58","121+09767","35.08184","-85.20844","2.69"," 13 m"," 6 h 36 m","0","6,339","1,013","19,866","1,361","211,376","121+09767, 121+09766"
708,"TN-30 W @ US-27/TN-29/RHEA COUNTY HWY","121P06201","35.49325","-85.00873","0.04"," 8 h 15 m","10 d 7 h 53 m","0","10,984","552","8,748","698","211,244","121P06201"
709,"TN-66 S @ RAY L REAGAN MEMORIAL BRG","121-11616","35.93931","-83.58365","2.52"," 5 m"," 2 h 39 m","0","17,272","369","8,760","552","211,194","121-11616, 121N08242, 121-08242, 121N08239"
710,"TN-70 N @ US-11E/US-321-TRUCK/TN-34","121P05562","36.17309","-82.85028","0.15"," 2 h 5 m","2 d 14 h 44 m","0","13,217","554","12,893","752","210,947","121P05562"
711,"TN-109 N @ AIRPORT RD/S WATER AVE","121P06066","36.36365","-86.44041","0.88"," 36 m"," 18 h 5 m","0","9,102","856","19,522","1,120","210,810","121P06066, 121+06066, 121P06065"
712,"US-31W S @ TN-155/BRILEY PKY","121N05044","36.24077","-86.75747","0.09"," 3 h 29 m","4 d 8 h 32 m","0","13,249","608","10,993","727","210,207","121N05044, 121-05044"
713,"GRANNY WHITE PIKE S @ MURRAY LN","121N50754","36.01577","-86.82116","0.52"," 1 h 31 m","1 d 21 h 42 m","0","12,462","649","10,051","736","209,910","121N50754, 121-50754"
714,"US-70S W @ SMITH SPRINGS RD","121+08657","36.0962","-86.65566","0.51"," 37 m"," 18 h 55 m","0","17,990","430","7,538","515","209,553","121+08657, 121+08632, 121P08633, 121+08633, 121+08634, 121P08635, 121+08635"
715,"ALABAMA AVE E @ I-40/46TH AVE N","121P50627","36.1533","-86.84228","0.07"," 5 h 42 m","7 d 3 h 22 m","0","7,562","570","6,454","716","209,406","121P50627, 121+50627, 121P50626"
716,"E TRINITY LN W @ US-31W/US-41/US-431/DICKERSON PIKE","121N09333","36.20591","-86.76855","0.06"," 6 h 19 m","7 d 21 h 36 m","0","6,515","916","13,542","1,132","207,636","121N09333, 121-09333, 121-09334, 121N09335, 121-09335, 121N09336"
717,"US-70 E @ 40TH AVE","121+04421","36.15246","-86.83484","0.66"," 33 m"," 16 h 44 m","0","14,040","556","7,999","620","206,945","121+04421, 121+04420, 121+04419, 121+04418"
718,"US-25W N @ MERCHANT DR","121P10575","36.00416","-83.98144","0.06"," 8 h 7 m","10 d 3 h 58 m","0","13,734","642","12,889","764","206,698","121P10575, 121+10575, 121P10574"
719,"US-231 S @ UNIONVILLE-DEASON RD/EBB JOYCE RD","121-06839","35.60364","-86.43642","7.97"," 3 m"," 1 h 46 m","0","9,594","845","31,225","1,331","206,565","121-06839"
720,"TN-162 S @ I-40/I-75","121N10609","35.91136","-84.1219","0.83"," 8 m"," 4 h 2 m","0","34,789","183","6,802","338","206,329","121N10609, 121-10609, 121N10610"
721,"US-79 E @ TN-48/COLLEGE ST","121P06009","36.5393","-87.33751","0.07"," 5 h 48 m","7 d 6 h 3 m","0","8,492","708","9,126","828","205,854","121P06009, 121+06009, 121P06007"
722,"AUSTIN PEAY HWY S @ TN-14","113N14970","35.20754","-89.92151","0.3"," 59 m","1 d 5 h 42 m","0","10,321","534","8,620","700","205,784","113N14970"
723,"TN-60 N @ US-11-BYP/TN-2/KEITH ST NW","121P09423","35.18304","-84.87354","0.4"," 1 h 4 m","1 d 8 h 8 m","0","14,128","470","7,521","574","205,325","121P09423, 121+09423, 121+09422"
724,"AMERICAN WAY W @ US-78/LAMAR AVE","113N10864","35.07628","-89.95184","0.09"," 3 h 40 m","4 d 14 h 22 m","0","9,897","606","6,916","675","204,419","113N10864, 113-10864"
725,"TN-252 S @ CLOVERCROFT RD","121-12358","35.9218","-86.76672","3.48"," 9 m"," 4 h 45 m","0","9,913","991","17,213","1,089","203,929","121-12358"
726,"TN-61 E @ I-75","121P05597","36.16783","-84.0804","0.31"," 1 h 37 m","2 d 35 m","0","10,877","754","11,293","829","203,806","121P05597, 121+05597"
727,"RAMILL RD N @ YALE RD","113+15458","35.22053","-89.92719","0.2"," 1 h 55 m","2 d 9 h 50 m","0","6,998","697","13,339","1,021","203,615","113+15458, 113P15457"
728,"US-431 S @ TN-246/TN-96/CHURCH ST/EVANS ST","121-07426","35.92239","-86.87051","0.69"," 38 m"," 19 h 9 m","0","7,248","618","6,875","715","203,281","121-07426, 121-07428, 121N07411"
729,"US-70S W @ TN-171/OLD HICKORY BLVD/HOBSON PIKE","121P08638","36.04343","-86.60704","0.29"," 45 m"," 22 h 31 m","0","13,384","415","8,101","589","202,925","121P08638, 121+08638, 121+08658, 121P08659"
730,"TN-2 N @ US-11/TN-74/N LEE HWY","121P08426","35.19854","-84.84855","0.09"," 4 h 2 m","5 d 1 h 7 m","0","10,603","607","8,367","705","202,069","121P08426, 121+08426, 121P08425"
731,"EASTLAND AVE W @ GALLATIN AVE","121N50509","36.18379","-86.74838","0.05"," 13 h 48 m","17 d 6 h 10 m","0","4,101","884","9,022","1,120","201,543","121N50509, 121-50509, 121-50510"
732,"TN-254 E @ AMALIE DR/ENCLAVE CIR","121P09263","36.04481","-86.72476","0.07"," 34 m"," 17 h 14 m","0","23,004","172","4,009","316","201,361","121P09263, 121+09263, 121+09262, 121P09261, 121+09261, 121+09260"
733,"COOL SPRINGS BLVD W @ CAROTHERS PKWY","121N50742","35.9465","-86.80943","0.05"," 8 h","10 d 17 m","0","11,519","762","13,853","879","201,269","121N50742"
